dates,1.1.1,1.1.2,1.1.3,1.1.4,1.1.5,1.2.1,1.2.2,1.2.3,1.2.4,1.2.5,1.3.1,1.3.2,1.3.3,1.3.4,1.3.5,1.4.1,1.4.2,1.4.3,1.4.4,1.4.5,1.5.1,1.5.2,1.5.3,1.5.4,1.5.5,2.1.1,2.1.2,2.1.3,2.1.4,2.1.5,2.2.1,2.2.2,2.2.3,2.2.4,2.2.5,2.3.1,2.3.2,2.3.3,2.3.4,2.3.5,2.4.1,2.4.2,2.4.3,2.4.4,2.4.5,2.5.1,2.5.2,2.5.3,2.5.4,2.5.5
7/10/18,1123866.635,515028.3354,699118.7753,555233.7319,939482.0397,714849.412,636315.2273,948345.1999,1025999.88,995896.482,849506.8126,1005523.237,680043.5348,813738.474,841009.5937,702358.1103,773762.8703,560501.5593,788383.5763,540333.0925,1110178.384,834828.1772,896306.3163,726874.4483,1106631.593,561318.2113,639958.8462,1106015.889,592146.5099,746967.3981,660312.6512,613619.2747,1030693.366,1127606.393,1031834.847,646002.7095,529056.0834,1031145.689,537996.5053,637768.0414,624317.681,847834.1844,556561.885,628542.0983,798649.3488,496105.9449,763883.0241,807059.0906,889221.3327,1024624.175
7/11/18,590017.2174,1042572.062,515966.7983,472762.2097,630311.7632,544831.1551,701539.1701,1136866.71,536967.556,727824.9646,610106.1279,878631.1242,603615.9937,908760.8586,1037963.781,963409.6515,683731.5653,1004080.579,647468.4389,553333.2809,1111804.116,1104275.215,625183.2782,1037318.377,613367.363,488921.2257,519968.67,969571.76,655737.9686,647025.9993,654585.1444,675452.0302,790485.0199,1140714.797,658600.1652,622437.1779,906170.3654,595092.8974,472829.1268,908248.269,898319.3351,782516.9078,817283.6398,671144.4201,745175.6655,706205.5281,561939.3665,993135.7679,502564.6833,933547.4749
7/12/18,1076807.387,569072.3436,956869.2031,568188.646,515838.7832,633271.7169,643799.2022,1067530.332,893939.7794,874072.1523,991573.6032,569339.6338,602038.1729,928429.3216,1013394.015,696090.2042,686241.7656,644993.3323,1097990.57,1055951.081,1093813.755,888410.3031,862716.7543,1131420.625,881179.3739,918687.7227,1025561.198,1002397.218,1015663.543,836865.4824,876970.0633,959881.2243,965236.2101,1098173.034,688180.6587,586252.198,913160.3405,606391.8595,997730.1694,877613.2752,972540.6222,900683.586,624747.1092,530986.8285,897561.8375,845936.869,802939.6229,837877.1899,923563.4417,573616.0601
7/13/18,512416.9094,837847.1131,699425.5129,702180.4214,709318.5754,1001940.022,573240.8863,1104642.711,751417.1222,523549.807,676052.9402,1079672.199,665525.9059,788187.964,728768.1884,892595.5069,880233.0139,637372.6134,702712.4947,659526.4614,769854.7807,1090863.852,743773.9394,1069216.217,526495.5536,831660.8961,1006281.919,1015739.587,589399.8373,714131.6941,792752.7925,1094987.617,991793.9137,752997.3991,697680.7585,828352.2787,517800.6494,889329.0045,1021038.078,1034602.249,1018046.673,777213.8762,882872.8919,487960.0431,803390.5193,895409.6773,705074.9431,606074.92,755703.7201,895095.3222
7/14/18,617471.027,1129448.179,619272.6854,831870.5113,583021.6502,765555.2021,654556.0062,1135402.999,1027249.199,889692.8729,523799.237,1058151.521,1069723.781,854664.934,574916.1145,979693.3454,553705.2729,900529.4271,631018.6426,654916.48,888074.9623,819235.7198,745391.2615,673830.8324,976348.4394,811477.0224,914170.9347,807420.1628,811030.0655,794188.3218,1140988.548,1047675.287,756486.7189,1085079.668,902192.525,804856.8411,754557.7254,643435.697,496863.4505,761874.4263,942967.8689,888233.4699,940832.5467,764774.0447,993981.1289,501171.8379,982673.9584,1062301.358,890422.6053,674056.0185
7/15/18,672579.5863,793956.3541,947637.2247,978804.8849,1078902.559,1025617.082,994969.6744,623452.1837,621474.1834,721003.4345,787085.9646,1137295.19,1090830.79,1045857.986,584885.3513,863193.5847,608296.3305,757799.1895,1123111.995,722667.8582,569442.1442,615698.3497,500019.0628,714209.0339,701452.9737,609108.7562,981538.1163,874071.2455,544037.323,479765.303,869190.2332,1127695.565,900015.5116,533852.5331,1095261.822,585807.2715,528035.3628,743014.0307,713587.9755,647916.2274,718746.4209,596978.3626,514943.2817,639589.5967,629767.0565,469449.0771,735365.581,800562.586,553556.1974,586450.1403
7/16/18,836847.7409,1023061.842,709531.531,761394.5728,920217.0436,704392.2213,662815.3993,1052022.512,814483.0249,539495.553,834807.8115,874494.2094,892827.2415,557816.2295,936933.4499,1003783.923,1113037.036,667404.2177,1027261.215,638238.0852,750068.4289,688011.7225,977555.7557,930598.8535,822790.2563,825229.882,966216.8787,956637.3173,847279.5701,522029.8651,588033.9649,815442.9496,945703.2437,930502.8043,919111.2315,943640.55,946755.9303,561630.6881,648716.3694,532335.9994,790681.3482,847047.5033,800822.5081,835775.8181,536511.6437,567545.3374,905552.9262,797229.431,681254.4989,698163.7293
7/17/18,615374.6466,889580.6518,1047217.145,929239.7397,531766.2413,949268.8134,830863.2635,554456.5496,772899.7882,591891.7628,944849.0666,598381.4661,742806.8562,535606.3559,597841.7848,1098725.902,1138750.777,678109.2778,746870.9217,622697.0908,910367.6604,896213.4086,900131.6682,548687.2527,716538.6604,844504.6937,533219.2209,1114147.42,718459.9016,897296.4477,521317.4388,791567.5188,1134720.189,1041408.137,533542.3571,769130.415,566556.1355,514317.1485,625238.0736,832215.8821,536906.8718,885369.6031,675099.913,973843.9255,716966.8385,822237.1755,725153.4151,913616.2905,580581.4409,687094.533
7/18/18,1053537.799,590439.0855,879613.7954,626563.5993,1010078.09,932074.9574,550177.1171,1116746.642,982000.7543,1012128.259,491405.9567,969603.4237,743849.1897,754182.8617,624092.3729,638086.9457,575944.8455,935160.2069,851604.0191,754922.7651,521506.3632,533778.2481,930701.5445,747512.2444,1070099.968,541464.9245,768045.9432,670372.005,705454.1909,874572.7578,736562.5279,660354.6302,697957.3438,801629.3285,910921.4355,467798.0257,581157.4956,749170.7737,453541.001,909321.5861,606948.4716,683066.1358,526515.9574,910511.263,598809.6821,603621.7457,786960.3705,1125758.486,543617.833,651938.3907
7/19/18,1010516.924,898489.5695,765589.3974,795315.1951,857517.352,990536.093,936484.6263,716926.8244,519651.2014,807632.0604,818234.2984,830489.5668,629798.7958,551013.0629,1047030.337,959115.4761,627897.612,698139.3145,809841.2287,653709.8578,949964.5463,537998.4407,920882.6048,1097658.706,938124.4292,483445.8393,1136137.197,679258.7808,598642.6249,655988.8966,823409.7771,865428.9379,666901.8799,806346.4678,607433.3996,691532.2725,1120452.923,524882.5551,763088.5437,1074952.112,725121.3014,595273.8114,1057716.957,816557.9241,929298.0336,545339.6219,782844.3502,765745.1844,774479.4592,677745.929
7/20/18,844292.5703,665502.366,569147.4221,676444.6979,959896.9051,690903.6256,666184.6441,611805.4496,870070.0162,681339.6694,464043.9435,1049770.383,592648.7828,1098363.923,712215.9196,973747.3664,1096976.651,677993.8906,556469.2365,796693.037,549879.0254,780016.0781,654449.442,528551.1641,862919.9089,696871.2229,941704.7727,1133248.355,901143.2787,463381.6211,782908.6991,972771.0053,1100524.802,804358.4544,599545.807,540121.26,1037857.076,1067423.552,839541.6843,1041342.693,705953.529,736196.0524,1039588.152,699435.6483,680243.1901,443812.5807,639154.8412,628096.1715,621219.6694,786372.0223
7/21/18,1007910.825,716408.9449,772159.2802,658309.4301,552944.21,1102718.025,660682.6807,1086758.072,607588.5443,913558.0263,798210.8122,673525.9085,1102082.672,556313.9785,726701.2046,1090088.28,981729.2322,703133.214,795295.11,662216.1399,554398.172,1091546.398,704916.8468,863638.086,826886.5145,796978.5636,551318.7803,779101.6841,900347.1864,736828.8673,611814.0268,600866.0483,513572.2197,1096246.685,1040405.288,693884.5483,1048049.395,911253.3001,547905.3619,1099440.489,931002.4812,802359.2567,694147.4193,667723.7341,869203.3068,563051.5384,633663.249,908576.9974,838320.6277,803233.5321
7/22/18,965186.7875,1079904.047,956720.633,505233.8307,679483.1096,1083475.926,914817.0017,981831.3647,938851.3346,900449.7732,555378.809,1012578.126,1103059.714,1064809.896,915797.9514,846647.6638,819742.8306,496543.4508,629565.8898,1083335.896,866333.2433,897461.2919,456710.651,977943.4523,980849.3736,553596.7281,975727.6339,591177.6287,826839.6153,739983.4091,661954.3285,561335.5883,1012657.89,755484.9285,574220.4194,621366.2408,726044.9569,781594.7301,502085.9988,1050703.82,545973.7237,601605.8762,1058453.536,673469.7115,736432.7746,883894.5758,718719.1167,779828.2873,682949.6278,869909.0955
7/23/18,822875.7256,846369.7182,548341.7856,907644.5086,735347.3663,984677.0192,531787.5712,617765.1067,1045262.685,765156.1182,495162.6017,1124846.737,1108985.062,1048968.436,1036759.199,659656.4413,932279.5625,599256.2732,781428.5145,611729.6532,1140597.702,722908.8501,899032.3684,853267.6493,572143.4604,680338.8655,561871.4911,699930.1299,802076.441,859263.9694,575745.6436,664034.0457,617660.9338,695608.6738,764141.1787,450146.9416,956534.5802,1000851.364,890162.7772,954006.9611,561132.3929,1069912.592,617189.1519,742658.4564,1036153.961,575174.4311,909233.1963,1129191.242,816464.0748,851883.1627
7/24/18,627722.0635,593690.8518,730413.5685,640423.66,1119298.595,724357.7489,594162.6781,930845.5132,995389.1445,544651.8281,448962.1208,639844.0935,750512.4768,987855.8607,905378.5456,1126306.669,661894.7039,871710.152,534046.4829,570832.892,522032.1775,761100.9699,660158.036,732850.9574,797585.6291,772401.8985,1017955.556,1017475.802,613933.1429,473278.7184,1096654.044,941873.5577,680938.8852,747288.4824,597726.3898,678082.4841,759616.8179,551648.8312,464535.1311,934038.7885,435466.9725,645203.1223,792859.8748,729377.0502,832573.9694,880336.4584,533811.3678,731942.609,519516.3575,691116.867
7/25/18,676302.6055,1140763.01,893546.3633,787600.9359,1071552.494,883150.1196,734940.1526,658934.4479,994959.3793,854933.131,539371.6972,673966.329,784108.4445,875383.0608,723167.2609,1092332.701,683105.6966,814482.5903,777720.9115,671913.5523,971343.9839,721332.314,712326.7214,1021394.169,982900.2611,651124.7761,920980.9026,746363.9621,639689.0017,500522.413,533392.2756,530621.5485,689947.4794,987158.1252,1058446.81,599711.6395,1032750.753,748213.9851,649906.4837,625689.804,708033.27,1043556.433,978707.1224,824208.0044,974400.3268,566834.8676,418466.468,1014708.664,723154.3958,711873.1147
7/26/18,638736.6567,787999.5686,891761.1791,606744.597,595673.5375,1059110.123,830827.8224,552675.2951,1114784.058,854595.561,740891.0083,716893.9515,705237.8845,724535.9424,515550.6357,922234.6426,1115784.299,777043.5645,976769.8919,823296.4602,886546.3374,897800.1467,536575.9121,1127712.115,1103871.182,628428.9094,657211.7222,991112.3879,413441.3353,411354.4264,636416.8921,641971.8354,1075639.835,602754.5364,606802.77,766389.2705,648464.7504,778161.143,786724.5069,889178.3184,676914.0965,1141892.4,725563.6532,630527.7179,955240.7506,648694.0575,560257.0864,1124283.969,408627.1508,615635.5404
7/27/18,527216.9424,969726.4512,884317.9367,654474.4804,936804.5279,651766.5817,404411.3022,923057.5215,723999.6617,895990.0245,866783.4383,938546.4484,1019412.843,1044366.843,919631.2269,1086876.112,1007925.788,433753.6255,853701.3063,832282.3835,751638.6928,754725.8303,719668.4408,677177.1365,1001673.751,614797.4029,1065489.155,904203.3226,480897.5398,864631.1076,670048.5287,1110696.301,575548.9356,1048832.864,608616.5196,407019.0767,934237.5747,1061861.24,479069.6194,1080272.827,606762.0942,936598.1847,861436.9281,744517.7224,748828.4049,783016.0448,686801.827,675361.9511,824457.3207,488993.1532
7/28/18,993471.4865,607359.0012,843247.3651,721150.6778,783378.6674,1065072.426,585156.3307,548453.2132,818071.3789,929576.6215,604128.834,1140691.673,999001.8319,1011579.019,745372.9026,921944.6059,1109380.367,431053.2424,629720.5055,634512.4966,863700.8467,990635.0138,853393.7237,974265.7749,749672.2923,507962.3139,1033083.109,778015.5201,845142.584,729626.0329,1094994.23,1074690.414,849863.5722,757126.1523,603190.6872,790477.4586,1121424.523,740575.9239,714468.5644,532648.8582,471750.5277,938389.8679,552486.7107,508280.8971,982670.3023,629210.6132,495221.9061,1084315.582,675635.821,748889.631
7/29/18,597747.8516,815861.7572,697284.1685,733278.386,732143.0578,870321.7013,434601.1845,685245.114,544896.4852,1099777.001,780157.9505,1048217.046,662078.7163,1091967.472,838890.8447,667468.9931,605963.1901,426535.5262,792270.5063,674385.2877,1142529.718,622859.7925,676574.9038,950453.218,1082124.248,415093.7403,720104.7212,929574.3544,427608.9136,564878.7772,1032956.983,558857.1272,778889.1442,516350.4282,864080.5091,580134.585,1106607.487,1120019.87,584844.2195,1023324.825,833693.669,906010.1197,784969.5618,447223.8951,677522.7547,411863.3723,549554.773,992122.6799,586179.4599,721473.2773
7/30/18,528892.3993,569348.1732,973530.3679,496702.8933,822103.7807,985576.8282,779010.1966,968671.951,944280.8699,986307.2854,551563.8804,1088225.863,653871.3125,543410.6705,1113713.915,548194.9158,829215.6497,515784.7287,617008.6158,950764.1876,1140853.959,1077407.373,596429.9894,1008931.281,1051938.743,446724.2829,764933.3764,597683.2772,713304.2247,815389.8292,1102273.864,526179.9365,1064265.983,762237.2367,703158.734,413649.5024,768454.0954,1063570.855,789874.7929,811352.6614,817836.9066,711993.9334,817054.1345,476268.7758,813529.0324,709552.9148,663472.6866,1089686.626,504970.4713,799682.6584
7/31/18,788728.4766,857808.56,787033.9762,624458.0999,824558.9662,952906.8922,494190.595,773848.0752,547917.6126,1076629.836,497171.9485,1061828.216,843026.0969,676188.9109,595667.0385,955900.1344,588946.8475,559294.8435,535429.636,570320.4536,1067342.805,901196.0245,513620.2666,1077331.955,1019843.44,421286.3695,660093.4234,596556.1544,531966.2499,756912.2155,550705.4562,1019592.132,611449.1005,702481.8936,778808.3601,753657.5594,1089777.348,916228.3589,759730.7465,792895.2792,660911.3961,586890.708,932742.4272,609480.2724,588885.636,697937.1966,809223.3701,853184.5226,639667.2524,387564.8744
8/1/18,539043.6837,793485.7813,963674.4101,555623.5969,1090292.507,517319.0056,701154.7534,747645.7006,609577.7668,704768.4075,386388.6776,611227.341,1139086.684,815736.387,976627.5185,980038.0946,898265.3918,711152.7638,919327.0587,1077187.088,989556.8224,1005865.341,613908.638,891569.7987,851969.8523,798554.0481,914347.0122,950051.2626,600876.3302,561512.7709,591280.4413,980280.5224,561384.5197,1118951.994,711584.6099,449970.5467,1082318.387,636577.7423,694153.9114,1001329.116,765376.6941,682512.2096,899463.399,413066.752,654159.8378,582669.3926,620501.491,917881.0693,658520.2802,533738.2931
8/2/18,887702.6302,980149.4844,588552.2978,780924.1416,645632.3207,584146.0147,604948.5061,648459.2716,1126054.757,796562.4524,790802.4945,1105708.395,588964.9842,696265.2238,1018465.425,932604.2479,885567.9359,443146.2641,788489.9029,1137955.821,613869.4484,573574.1091,405709.105,549597.717,1111248.527,798860.1757,1096750.698,737213.9769,392655.1035,707885.3068,648580.5233,950843.158,935473.5935,803406.9557,585143.7999,577475.2637,518381.3274,793798.2622,526090.3245,705366.3153,371457.3808,687182.1934,805361.6051,606650.2348,1139012.399,570792.2907,740914.7772,888177.6994,554588.2436,671141.8893
8/3/18,941782.8363,1090375.898,787562.5866,409556.1151,798208.3238,959760.086,772892.6811,566077.7412,664135.0447,902167.6247,641047.8466,1121517.965,1111465.186,984806.0168,1003209.48,725250.9078,1078382.11,762201.0719,740439.1048,747930.4474,930019.498,681330.2987,669636.3587,800201.8916,606211.739,720611.9226,597179.7182,565141.432,757171.8934,693782.9282,1006182.092,521326.8473,1007322.968,830610.6295,1122368.011,636603.9747,882030.2892,664959.4729,598016.3141,936397.3203,499017.4259,1018369.716,967984.7574,765879.0916,830385.6206,602675.5372,711721.0763,923972.7468,620632.9261,706251.0798
8/4/18,935412.6843,941796.4766,547761.1076,405389.7371,1118276.514,679987.9533,429296.942,707796.7896,1122773.972,1074615.751,623734.333,670403.8199,833951.9837,766865.6571,1084161.08,695432.6718,607967.7533,535936.9831,613138.6133,952856.0338,925411.028,528703.9661,502596.3822,788667.9075,935257.6152,569805.2044,855280.1095,636563.6863,653380.82,641878.4377,781377.2782,918476.4834,726909.097,602800.2561,654720.7165,750444.4025,914590.0445,1138756.785,666219.3012,827635.9019,728655.4902,937319.4224,934180.3684,364940.2249,850073.1271,411965.735,433447.6075,1021614.681,523425.8141,466070.6343
8/5/18,1041471.577,575409.925,602941.0047,528723.1869,810881.8241,549834.8549,729231.6546,800709.2668,968236.9337,927903.8095,490374.3335,963440.7107,823160.6992,1126184.472,1006385.374,860120.692,1032986.606,640245.6012,933922.6,1086949.792,1116583.222,1106730.098,469701.0936,648506.3516,930210.8406,418154.7756,995115.053,850442.172,692786.2758,588313.1403,597378.3155,1109634.471,681267.4625,820281.3028,1107699.772,420856.5354,1037572.934,638643.2147,704193.6556,859579.9149,637400.7308,1133348.333,919117.8816,352985.9142,1123869.053,479451.2715,511560.7766,941161.6907,556583.7783,539942.1154
8/6/18,1116843.711,702858.3821,1140916.682,405241.3434,902713.6539,703430.4451,453707.8062,952518.3881,575722.2926,1045062.69,729379.9294,601599.226,982328.1981,654330.9655,582464.55,1073355.323,1112406.86,566237.3416,884311.4377,757940.643,1080679.203,875889.6804,387215.8703,638782.4141,829146.3523,712992.7843,514703.121,657417.4608,587255.2271,466786.4245,1097865.351,674284.7799,769997.9098,798698.9604,517860.4251,629689.0837,666235.9593,963420.6091,410433.7628,907782.3059,528207.4889,734059.9223,949808.9482,349105.0689,914275.5232,714510.3125,347919.74,720517.1431,368036.989,675100.365
8/7/18,1084073.116,610574.7963,800944.1754,462128.8552,924214.2299,731866.208,673713.2568,900299.465,996488.6843,654487.7728,655696.4085,653646.0013,982579.7698,580603.6827,1101804.727,918837.9335,614315.2343,365264.0914,883070.3557,655880.75,515598.9248,1143638.515,634098.2946,729650.2763,667123.6771,647982.0841,650752.3223,987894.628,605371.2972,682127.4968,651794.1269,667342.4138,1101983.751,533318.3306,1103287.254,559043.6726,1112078.207,798484.8713,551049.9518,799083.157,498225.9908,1043582.505,744079.7531,417086.8818,900878.5937,354022.9023,510239.4006,607641.7076,582014.4788,677453.3038
8/8/18,542898.8744,909989.7739,784638.1128,669422.1898,1041956.206,576200.1579,633626.2869,1074367.202,1083215.626,865494.608,603645.3372,812044.8047,701538.3675,603540.9907,1037094.124,862943.9023,977390.4707,352379.3561,932370.9263,858448.5602,837502.5528,954934.5797,356939.1501,893624.3135,987185.8215,340902.0403,634850.1045,586235.745,657890.7781,433489.081,826261.1748,829945.3134,537178.5467,953151.5871,577150.183,406139.7964,940145.0131,1085925.973,479847.6275,1098134.795,363150.3789,576720.2289,978730.549,423747.8139,647434.0546,646250.546,632611.2099,668374.1675,435702.9481,583502.7466
8/9/18,801105.668,931567.431,946251.6534,574698.6878,1103112.159,541385.8547,458491.2835,821861.8441,600507.5832,725169.2169,716537.5563,672259.2839,1139853.869,895770.7966,1123441.404,646695.0958,943073.4164,354839.5949,610671.79,535344.1288,679261.9925,771045.9489,396115.5714,616825.3969,820032.8673,390234.9387,1063975.72,796460.2821,664723.8403,579793.2731,1104930.443,536936.988,1134295.714,1037651.64,1114585.99,535015.6827,599961.5162,957564.7848,540080.8218,736683.2505,365361.7661,981261.191,1053773.803,485560.4661,667385.753,593812.7734,414190.0205,1119799.206,649259.7895,536580.0649
8/10/18,628031.0682,1004521.031,877592.0779,659554.9581,890819.8823,847139.0183,547531.9667,703798.6965,623882.8935,775838.8091,435368.0174,687664.4039,605581.2606,555413.4893,1080104.344,562586.3432,649150.0925,585440.7627,1049091.275,577158.7601,999314.4639,772377.5634,613278.3133,740396.8236,717761.6812,320606.9224,775757.6094,673160.4532,412033.2744,598884.5515,621731.4984,885909.3978,932792.3788,769973.0852,809877.9556,648095.0294,977224.5195,1128989.999,589042.4419,935050.5918,332056.5668,1126193.465,662698.6149,583509.7063,708120.3415,513658.5001,653817.8018,794031.6971,470185.366,459835.8357
8/11/18,647777.2169,1004790.437,777500.9279,482066.9503,976328.6401,656311.2708,429329.8125,723606.8123,930095.2189,1058269.939,468738.8819,680379.858,766492.9093,685632.6357,831600.2532,643916.6985,575170.4067,641944.0756,1145500.818,689782.2461,802978.2863,699061.38,451169.3551,757965.6566,1035644.394,457298.8767,1036154.717,583544.7818,512220.3468,681902.4433,748870.724,1053681.873,762920.1227,675457.4713,1083287.569,397537.3256,957462.8035,748814.689,581034.9952,934593.9238,363269.8613,532886.0716,592615.3054,462602.169,613018.6086,551817.7477,548359.0257,804643.2768,552931.5797,480560.6208
8/12/18,1019255.809,658694.6651,857858.8516,389739.7304,542667.7821,1117296.79,391346.7589,1083938.867,579366.417,949782.3854,510959.7363,919994.9819,561241.315,790734.2111,859645.7739,559857.5196,906356.4181,511147.2022,714649.3411,1037717.234,770497.2747,694435.6801,683367.4935,701631.5072,1028599.555,636734.8751,577321.8774,928754.4226,645245.2908,477911.5359,634903.1544,588398.0978,856021.5243,897056.1625,896798.4319,483825.1559,519207.3047,1114628.271,527640.0051,1012873.075,517882.4845,520673.1689,872315.3446,512479.9351,769969.7979,459026.4743,622202.9711,994763.238,682898.7041,370987.203
8/13/18,663901.5342,908904.0633,732256.5636,481055.6076,757635.379,633428.902,628974.9147,816365.5051,1075415.997,777848.2843,393897.9069,797835.9539,1127445.014,790921.3974,913329.9945,632270.6445,701885.3082,327670.4618,609809.9926,928251.506,548311.4065,873245.5704,517518.4524,1059321.039,683941.1202,554657.6691,681700.7038,520978.0173,448472.8281,618967.3969,768393.8663,1080079.444,587307.6641,1016110.332,778363.7833,496602.2637,818493.8138,665050.9123,567890.46,519040.2578,366708.1569,1105636,884013.0127,582262.0703,581346.5711,647950.8924,480725.0682,993517.0173,406588.3295,324674.9858
8/14/18,755045.377,736457.9015,1025879.573,581060.8255,878935.7836,525279.9008,407444.2977,563773.6951,870928.5641,870752.2977,441946.6671,1059632.31,688501.5278,830693.2272,900881.012,745221.1963,849388.4652,552031.1705,786646.9079,1133270.194,975532.664,664502.956,521741.8501,664077.725,1031221.674,526658.7724,997433.6085,579222.1166,474398.4287,333079.0286,640629.0743,810954.1821,895482.9892,717538.8638,1143305.29,638853.2081,1126027.098,681653.6617,411829.447,1012821.234,373692.7878,724808.3713,1141616.457,422945.2666,522094.5226,579612.7112,436615.2183,749971.813,513822.0815,400172.3213
8/15/18,761145.4427,1107009.404,728685.5906,635027.0284,1057626.274,740833.6167,598396.8798,739569.8638,572981.9068,838544.8486,311423.6316,1137646.061,972387.5266,723231.6085,971692.3605,1049785.799,999639.3383,498761.0258,608105.8948,755846.2274,1122636.208,1039200.517,328492.8655,895362.6444,730242.5542,586271.185,526704.8818,813400.4505,318648.5175,598598.2327,828468.3405,868438.352,841040.1995,923041.1985,1113442.015,624254.2041,877841.6092,721788.8309,501813.6262,659788.7639,384688.581,945112.7039,891532.0516,366616.3298,832571.4,536292.4922,526818.5225,643640.1132,395541.5244,375770.5341
8/16/18,850554.2042,609186.5044,1088409.762,371124.1528,607514.1836,926781.5232,501063.4069,1026544.852,959864.6368,768151.7031,411956.8187,1031707.928,617662.5964,1031602.508,1125381.959,918138.2332,1119483.967,617712.3605,776214.2018,626753.5238,1097383.292,846980.4729,430242.6304,601773.3387,843134.7662,478239.7437,637193.9758,849736.5773,388474.5228,529336.1992,959160.5534,790925.327,843054.0577,736928.3988,1023384.714,300787.1677,678500.1738,997356.414,616158.3834,1059985.372,454303.2585,724914.9247,1064687.209,400057.6937,827977.4394,405334.2456,604406.0421,795148.1646,562432.3486,559460.3445
8/17/18,534832.3327,1109462.852,1007489.146,465031.2684,952227.1801,779224.4094,362283.5829,997488.9633,802268.5353,1103584.432,470014.2375,865036.5042,626524.283,972903.3279,843137.4867,1000400.817,709649.3442,375212.968,729830.7746,651453.7229,811948.5667,831715.157,534784.5025,545019.0215,694345.8655,413572.4597,766057.4008,757280.6924,441009.0376,489964.0069,1025552.583,644447.3492,569709.2832,921876.9709,551261.8763,458520.1183,691828.3349,546388.5721,327663.63,934983.7126,610435.8478,1088292.742,713488.0607,319721.2664,1062924.469,499415.5154,609585.0873,627007.6649,309769.3142,614783.5209
8/18/18,702075.5173,701289.8564,762729.0824,366393.7053,1066710.589,723717.8999,364257.771,530276.6482,1006397.012,676377.5329,554024.9182,908072.3426,806718.3088,534544.752,662933.3346,717731.0376,937121.014,534468.5183,720069.6569,873963.483,911830.6907,527812.6965,382428.9342,823671.664,844949.1959,489393.5149,1099561.892,933072.6292,339299.9259,402801.0385,1000100.767,595828.5689,535803.933,691231.2205,1051675.156,506051.8972,717988.2393,1122340.466,425191.7755,703104.0593,462046.0341,659393.0807,582909.6558,296828.2269,605372.6881,286555.0198,322160.0947,516835.2081,452404.4889,463389.402
8/19/18,1136001.927,830871.7986,596615.3633,479732.0553,647161.928,963456.3536,294467.6171,750396.5906,835487.3343,750884.2422,492110.0556,584565.2757,534539.1221,1037911.6,805510.5531,799569.2216,1143912.569,358553.8281,817625.4418,968290.626,814956.3938,656317.3164,470790.1533,884618.7421,839548.1504,416776.0908,679047.7522,1128039.332,416951.4583,515650.0584,827751.637,617080.3692,770825.9276,753886.1749,541563.1035,350059.1664,708852.2345,893531.9672,558544.6536,925864.711,531948.5856,698235.705,998547.5821,338232.141,850395.281,297898.4085,433455.1516,570670.2659,603400.8139,459698.1816
8/20/18,989229.2275,756822.2863,539332.3601,542698.8193,1044894.056,896420.9232,326085.9345,687059.2414,651350.5324,920169.3213,527979.8711,837959.4853,847587.1847,1078828.463,991442.4388,979779.2682,1004205.943,479956.9416,675360.9309,633708.6612,1012444.406,977055.0543,556012.808,1111899.674,1095979.357,399402.8902,1095832.525,1089896.332,266947.9962,424710.3951,1134464.536,578571.0076,856406.6278,983189.3531,1010458.357,320874.8366,632117.5779,873091.0303,352823.1162,588522.3344,405502.7912,1036226.319,1064616.173,398150.9504,837862.2648,270342.3883,327107.1659,577473.7349,506597.4742,478438.5338
8/21/18,962701.2985,837721.5917,1005853.514,551952.1037,1131274.586,1060798.805,430650.0664,835620.0726,1052939.136,739418.3464,561252.4254,1082177.109,596955.6539,780862.157,676689.6738,874795.7327,742572.6655,338754.1002,858373.4061,992920.4697,1092851.903,827531.9179,350901.6067,703614.2307,716599.9474,395699.3368,739146.4087,1020329.013,535783.6208,264010.2878,709155.0425,513057.8542,719036.6184,891455.9151,974654.6946,400779.9477,654859.916,881705.755,579004.1358,702115.5314,580241.4809,798298.6674,618034.7018,464771.0175,892866.2355,277007.0937,360881.3024,926895.3312,400662.9193,291213.5339
8/22/18,1030306.071,800275.6476,701326.8478,553467.8241,633570.4819,1051511.963,510617.755,888388.0856,1125934.148,856664.2828,543577.4254,1137132.413,1100450.366,831124.2771,994305.172,814721.7875,859417.4777,450011.7421,1006912.171,911393.1797,958332.3846,862822.764,566144.2905,652422.4515,908325.3124,558191.5002,853397.0625,836135.685,286387.914,500408.5275,921669.343,991151.7597,1088485.105,1107372.97,870831.6082,564790.5907,873929.4389,673398.4223,563343.0711,1123006.16,335472.5063,841111.424,837899.2184,435433.4685,1137793.913,550838.6392,468335.1202,627329.3653,300355.6974,484583.3908
8/23/18,1018632.132,852708.7355,571034.3988,267121.3814,818707.9784,955524.855,315602.2942,607820.3545,577598.9161,728738.3761,259561.8194,957889.8103,932828.2744,676618.3737,973480.0384,824653.8441,1066491.965,293174.9252,1032726.268,698452.5146,815040.1251,865620.4316,285473.2822,518036.8427,1035765.003,337888.5451,1078717.715,552120.7642,471451.1015,481676.7643,773030.9773,537639.3333,789070.5809,1042425.079,864865.3009,430348.9558,612999.8673,1093491.034,506531.2477,831769.1893,391239.313,557731.8937,835968.9403,323126.8266,601178.6426,448382.7944,306671.5973,764334.6751,369182.5135,547704.0081
